village,adjmatrix_key,HHnum_in_village,hhid,hohreligion,castesubcaste,rooftype1,rooftype2,rooftype3,rooftype4,rooftype5,rooftypeoth,room_no,bed_no,electricity,latrine,ownrent,hhSurveyed,leader
7,69,69,7069,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",None,OWNED,0,0
7,70,70,7070,HINDUISM,,0,0,0,1,0,,3,5,"Yes, Private",Owned,OWNED,0,1
7,71,71,7071,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Private",None,OWNED,1,0
7,72,72,7072,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",Owned,OWNED,0,0
7,73,73,7073,HINDUISM,,0,0,0,0,1,,5,3,"Yes, Private",Owned,OWNED,0,0
7,74,74,7074,HINDUISM,,0,0,1,0,0,,5,2,"Yes, Private",Owned,OWNED,0,0
7,75,75,7075,HINDUISM,,0,0,1,1,0,,3,4,"Yes, Private",Owned,OWNED,0,0
7,76,76,7076,HINDUISM,,0,0,1,0,0,,2,0,No,None,OWNED,1,0
7,77,77,7077,HINDUISM,,0,0,0,0,1,,5,6,"Yes, Private",Owned,OWNED,1,1
7,78,78,7078,HINDUISM,,0,1,0,0,0,,1,1,"Yes, Government",None,OWNED,0,1
7,79,79,7079,HINDUISM,,0,1,0,0,0,,4,1,"Yes, Private",None,OWNED,1,0
7,80,80,7080,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED,1,0
7,81,81,7081,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Private",None,OWNED,0,0
7,82,82,7082,HINDUISM,,0,0,1,0,0,,5,5,"Yes, Private",Owned,OWNED,0,0
7,83,83,7083,HINDUISM,,0,0,0,1,0,,4,1,"Yes, Private",Owned,OWNED,0,0
7,84,84,7084,HINDUISM,,0,0,0,0,1,,4,3,"Yes, Private",Owned,OWNED,0,0
7,85,85,7085,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",Owned,OWNED,0,0
7,86,86,7086,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,1,0
7,87,87,7087,HINDUISM,,0,0,1,0,0,,2,4,"Yes, Private",Owned,OWNED,1,0
7,88,88,7088,HINDUISM,,0,0,1,0,0,,2,4,"Yes, Private",Owned,OWNED,1,0
7,89,89,7089,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,OWNED,0,0
7,90,90,7090,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Government",None,OWNED,0,0
7,91,91,7091,HINDUISM,,0,0,1,0,0,,4,2,"Yes, Private",None,OWNED,0,0
7,92,92,7092,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,1,0
7,93,93,7093,HINDUISM,,0,0,1,0,0,,3,2,No,None,6,1,0
7,94,94,7094,HINDUISM,,0,0,1,0,0,,3,4,"Yes, Private",Owned,OWNED,1,1
7,95,95,7095,HINDUISM,,0,0,1,0,0,,3,5,"Yes, Private",None,OWNED,0,1
7,96,96,7096,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Private",Owned,OWNED,1,1
7,97,97,7097,HINDUISM,,0,1,0,0,0,,2,3,"Yes, Government",Owned,OWNED,0,0
7,98,98,7098,HINDUISM,,0,0,0,0,1,,7,5,"Yes, Private",Owned,OWNED,1,1
7,99,99,7099,HINDUISM,,0,0,1,1,0,,3,6,"Yes, Private",Owned,OWNED,0,0
7,100,100,7100,HINDUISM,,0,0,1,0,0,,1,2,"Yes, Private",None,OWNED,0,0
7,101,101,7101,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Government",None,OWNED,1,0
7,102,102,7102,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,OWNED,1,0
7,103,103,7103,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,1,0
7,104,104,7104,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,OWNED,0,0
7,105,105,7105,HINDUISM,,0,1,0,0,0,,3,2,"Yes, Government",None,OWNED,1,1
7,106,106,7106,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,OWNED,0,1
7,107,107,7107,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,OWNED,0,0
7,108,108,7108,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Government",None,OWNED,1,0
7,109,109,7109,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,OWNED,0,0
7,110,110,7110,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,OWNED,0,0
7,111,111,7111,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,OWNED,0,0
7,112,112,7112,HINDUISM,,0,0,0,1,0,,2,1,"Yes, Government",None,OWNED,0,0
7,113,113,7113,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,1,0
7,114,114,7114,HINDUISM,,0,1,0,0,0,,4,1,"Yes, Government",None,OWNED,1,1
7,115,115,7115,HINDUISM,,0,1,0,0,0,,3,4,"Yes, Government",None,OWNED,1,0
7,116,116,7116,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Government",None,OWNED,0,0
7,117,117,7117,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,1,1
7,118,118,7118,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Government",None,OWNED,0,0
7,119,119,7119,HINDUISM,,0,0,0,0,1,,5,1,"Yes, Government",Owned,OWNED,1,0
7,120,120,7120,HINDUISM,,0,0,0,0,1,,3,1,"Yes, Private",Owned,OWNED,1,0
7,121,121,7121,HINDUISM,,0,0,0,1,0,,3,2,"Yes, Government",None,OWNED,1,1
7,122,122,7122,HINDUISM,,0,0,0,1,0,,1,1,"Yes, Government",None,OWNED,0,0
7,123,123,7123,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Government",None,OWNED,1,0
7,124,124,7124,HINDUISM,,0,0,0,1,0,,4,1,"Yes, Government",None,OWNED,1,1
7,125,125,7125,HINDUISM,,0,0,1,0,0,,4,1,"Yes, Private",Owned,OWNED,1,1
7,126,126,7126,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Government",None,OWNED,1,0
7,127,127,7127,HINDUISM,,0,0,1,0,0,,7,0,"Yes, Government",None,OWNED,0,0
7,128,128,7128,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Government",None,OWNED,0,0
7,129,129,7129,HINDUISM,,0,0,0,0,1,,6,3,"Yes, Private",Owned,OWNED,0,0
7,130,130,7130,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Government",None,OWNED,1,0
7,131,131,7131,HINDUISM,,0,0,1,0,0,,3,3,"Yes, Private",Owned,OWNED,0,0
7,132,132,7132,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Government",Owned,OWNED,0,0
7,133,133,7133,HINDUISM,,0,0,0,1,1,,4,0,"Yes, Government",None,OWNED,0,1
7,134,134,7134,HINDUISM,,0,0,0,0,1,,1,0,"Yes, Private",Owned,OWNED,0,0
7,135,135,7135,HINDUISM,,0,1,0,0,0,,2,0,No,None,RENTED,0,1
7,136,136,7136,HINDUISM,,0,0,0,1,0,,3,2,"Yes, Government",Owned,OWNED,0,1
7,137,137,7137,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Government",None,RENTED,0,1
7,138,138,7138,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Government",None,OWNED,0,0
7,139,139,7139,HINDUISM,,0,0,0,0,1,,4,2,"Yes, Private",Owned,OWNED,0,1
7,140,140,7140,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,OWNED,0,0
7,141,141,7141,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",Owned,OWNED,0,0
7,142,142,7142,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",Owned,OWNED,0,0
7,143,143,7143,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Private",Owned,OWNED,0,0
7,144,144,7144,HINDUISM,,0,0,0,0,1,,2,0,"Yes, Private",Owned,OWNED,0,0
7,145,145,7145,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,OWNED,0,0
7,146,146,7146,HINDUISM,,0,1,0,0,0,,5,4,"Yes, Private",Owned,OWNED,0,0
8,1,1,8001,HINDUISM,,0,0,1,1,0,,2,2,"Yes, Private",None,OWNED,0,1
8,2,2,8002,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",Owned,OWNED,0,0
8,3,3,8003,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",Owned,RENTED,1,0
8,4,4,8004,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",Owned,OWNED,1,0
8,5,5,8005,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",Owned,OWNED,0,0
8,6,6,8006,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",None,OWNED,1,0
8,7,7,8007,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,0,0
8,8,8,8008,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,OWNED,1,1
8,9,9,8009,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,0,0
8,10,10,8010,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",Owned,OWNED,0,1
8,11,11,8011,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",Owned,OWNED,1,0
8,12,12,8012,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,1,0
8,13,13,8013,HINDUISM,,0,0,1,0,0,,4,4,"Yes, Private",Owned,OWNED,1,0
8,14,14,8014,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Private",Owned,OWNED BUT SHARED,1,0
8,15,15,8015,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,OWNED BUT SHARED,1,0
8,16,16,8016,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",Owned,OWNED,0,0
8,17,17,8017,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,0,0
8,18,18,8018,HINDUISM,,0,0,1,0,0,,1,1,"Yes, Private",None,OWNED,0,0
8,19,19,8019,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",Owned,OWNED,1,0
8,20,20,8020,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,OWNED,0,0
8,21,21,8021,HINDUISM,,0,0,1,0,0,,3,4,"Yes, Government",None,OWNED,1,1
8,22,22,8022,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",None,OWNED,1,0
8,23,23,8023,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",Owned,OWNED,1,0
8,24,24,8024,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",Owned,OWNED,0,0
8,25,25,8025,HINDUISM,,0,1,0,0,0,,12,15,"Yes, Private",None,OWNED,1,0
8,26,26,8026,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,OWNED,1,0
8,27,27,8027,HINDUISM,,0,0,1,1,0,,4,2,"Yes, Private",Owned,OWNED,1,0
8,28,28,8028,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Government",None,OWNED,0,0
8,29,29,8029,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED,0,0
8,30,30,8030,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",Owned,OWNED,1,1
8,31,31,8031,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Government",None,OWNED,0,1
8,32,32,8032,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Private",None,OWNED BUT SHARED,0,0
8,33,33,8033,HINDUISM,,0,0,1,0,0,,3,4,"Yes, Private",Owned,OWNED,0,0
8,34,34,8034,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",None,OWNED,0,0
8,35,35,8035,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Private",Owned,OWNED,0,0
8,36,36,8036,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,OWNED,0,0
8,37,37,8037,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,0,0
8,38,38,8038,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,6,1,0
8,39,39,8039,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED,0,0
8,40,40,8040,HINDUISM,,0,0,1,0,0,,2,8,"Yes, Private",None,OWNED,0,0
8,41,41,8041,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,1,0
8,42,42,8042,HINDUISM,,0,0,0,0,1,,3,3,"Yes, Private",None,OWNED,1,0
8,43,43,8043,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,OWNED,1,0
8,44,44,8044,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Private",Owned,OWNED,0,0
8,45,45,8045,HINDUISM,,0,0,1,0,0,,1,1,"Yes, Private",Owned,OWNED,1,0
8,46,46,8046,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,OWNED,0,0
8,47,47,8047,HINDUISM,,0,0,1,0,1,,1,1,"Yes, Private",None,OWNED,1,1
8,48,48,8048,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED,1,0
8,49,49,8049,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Private",None,OWNED,1,0
8,50,50,8050,HINDUISM,,0,0,0,1,0,,4,1,"Yes, Private",Owned,OWNED,0,0
8,51,51,8051,HINDUISM,,0,0,1,0,0,,1,4,"Yes, Private",None,OWNED BUT SHARED,1,1
8,52,52,8052,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",Owned,OWNED,0,0
8,53,53,8053,HINDUISM,,0,0,1,0,0,,1,2,"Yes, Government",None,OWNED,1,1
8,54,54,8054,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED BUT SHARED,1,0
8,55,55,8055,HINDUISM,,0,1,0,0,0,,3,0,"Yes, Private",Owned,OWNED BUT SHARED,0,0
8,56,56,8056,HINDUISM,,0,0,0,1,0,,1,1,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
8,57,57,8057,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
8,58,58,8058,HINDUISM,,0,1,0,0,0,,2,1,"Yes, Government",None,OWNED,1,0
8,59,59,8059,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
8,60,60,8060,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,RENTED,0,0
8,61,61,8061,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Government",None,OWNED,0,1
8,62,62,8062,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
8,63,63,8063,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,RENTED,1,0
8,64,64,8064,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
8,65,65,8065,HINDUISM,,0,0,0,1,0,,1,0,"Yes, Government",None,OWNED,1,0
8,66,66,8066,HINDUISM,,0,0,0,1,0,,1,1,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
8,67,67,8067,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,1,0
8,68,68,8068,HINDUISM,,0,0,1,0,0,,4,1,"Yes, Government",None,OWNED,0,0
8,69,69,8069,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
8,70,70,8070,HINDUISM,,0,0,1,0,0,,2,4,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
8,71,71,8071,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
8,72,72,8072,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
8,73,73,8073,HINDUISM,,0,0,0,1,0,,4,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,0,0
8,74,74,8074,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
8,75,75,8075,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED BUT SHARED,1,1
8,76,76,8076,HINDUISM,,0,0,0,0,1,,4,1,"Yes, Private",Owned,OWNED,0,1
8,77,77,8077,HINDUISM,,0,0,0,1,1,,2,2,"Yes, Private",Owned,OWNED,0,0
8,78,78,8078,HINDUISM,,0,0,0,0,1,,2,2,"Yes, Private",None,OWNED,1,0
8,79,79,8079,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,OWNED,0,0
8,80,80,8080,HINDUISM,,0,0,0,0,1,,2,2,"Yes, Private",Owned,OWNED,1,1
8,81,81,8081,HINDUISM,,0,0,0,0,1,,4,3,"Yes, Private",Owned,OWNED,0,0
8,82,82,8082,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,1,0
8,83,83,8083,HINDUISM,,0,0,1,0,0,,3,1,"Yes, Private",None,RENTED,1,0
8,84,84,8084,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",None,OWNED BUT SHARED,0,0
8,85,85,8085,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Private",None,OWNED,0,0
8,86,86,8086,HINDUISM,,0,0,0,0,1,,5,2,"Yes, Private",Owned,OWNED,0,0
8,87,87,8087,HINDUISM,,0,0,1,0,0,,3,4,"Yes, Private",Owned,OWNED,1,0
8,88,88,8088,HINDUISM,,0,1,0,0,0,,6,3,"Yes, Private",Owned,OWNED,0,0
8,89,89,8089,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",Owned,OWNED,1,0
8,90,90,8090,HINDUISM,,0,0,1,0,0,,1,0,"Yes, Government",Owned,OWNED,0,0
8,91,91,8091,HINDUISM,,0,0,1,0,0,,2,1,"Yes, Private",Owned,OWNED,0,0
8,92,92,8092,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,RENTED,0,0
8,93,93,8093,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,0,0
8,94,94,8094,HINDUISM,,0,1,0,0,0,,2,1,"Yes, Private",None,OWNED,0,0
9,1,1,9001,HINDUISM,,0,0,0,0,1,,3,4,"Yes, Private",Owned,OWNED,0,0
9,2,2,9002,HINDUISM,,0,0,0,1,0,,3,0,"Yes, Private",None,OWNED,0,0
9,3,3,9003,HINDUISM,,0,1,0,0,0,,3,4,"Yes, Private",None,OWNED,1,0
9,4,4,9004,HINDUISM,,0,0,0,1,0,,3,0,"Yes, Private",None,OWNED,0,0
9,5,5,9005,HINDUISM,,0,0,0,1,0,,2,1,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
9,6,6,9006,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",Owned,OWNED,0,0
9,7,7,9007,HINDUISM,,0,0,0,1,0,,2,3,"Yes, Government",None,OWNED,1,0
9,8,8,9008,HINDUISM,,0,0,0,1,0,,2,0,No,None,GIVEN BY GOVERNMENT,0,0
9,9,9,9009,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,OWNED,0,1
9,10,10,9010,HINDUISM,,0,1,0,0,0,,2,0,No,None,OWNED,0,0
9,11,11,9011,HINDUISM,,0,0,0,1,0,,3,4,"Yes, Government",None,OWNED,0,0
9,12,12,9012,HINDUISM,,0,1,0,0,0,,7,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,13,13,9013,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",Common,GIVEN BY GOVERNMENT,0,0
9,14,14,9014,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,15,15,9015,HINDUISM,,0,1,0,0,0,,2,0,No,None,OWNED,0,0
9,16,16,9016,HINDUISM,,0,1,0,0,0,,2,0,No,None,OWNED,1,0
9,17,17,9017,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,18,18,9018,HINDUISM,,0,1,0,0,0,,4,0,No,None,OWNED,1,0
9,19,19,9019,HINDUISM,,0,1,0,0,0,,3,2,No,None,OWNED,0,1
9,20,20,9020,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,21,21,9021,HINDUISM,,0,1,0,0,0,,2,0,No,None,OWNED,1,0
9,22,22,9022,HINDUISM,,0,0,0,1,0,,3,0,"Yes, Private",None,OWNED,1,0
9,23,23,9023,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,24,24,9024,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
9,25,25,9025,HINDUISM,,0,1,0,0,0,,2,0,No,None,OWNED,0,0
9,26,26,9026,HINDUISM,,0,0,0,1,0,,3,2,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
9,27,27,9027,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
9,28,28,9028,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,29,29,9029,HINDUISM,,1,0,0,0,0,,1,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
9,30,30,9030,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
9,31,31,9031,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
9,32,32,9032,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
9,33,33,9033,HINDUISM,,0,0,0,1,0,,4,0,"Yes, Private",None,OWNED,1,0
9,34,34,9034,HINDUISM,,0,1,0,0,0,,2,4,"Yes, Government",None,OWNED,0,0
9,35,35,9035,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,1,0
9,36,36,9036,HINDUISM,,0,0,0,1,0,,2,0,No,None,RENTED,1,0
9,37,37,9037,HINDUISM,,0,0,0,0,1,,4,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
9,38,38,9038,HINDUISM,,0,1,0,0,0,,1,1,No,None,GIVEN BY GOVERNMENT,0,0
9,39,39,9039,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,40,40,9040,HINDUISM,,0,1,0,0,0,,2,1,"Yes, Government",None,OWNED,1,0
9,41,41,9041,HINDUISM,,0,1,0,0,0,,3,1,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
9,42,42,9042,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
9,43,43,9043,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,OWNED,0,0
9,44,44,9044,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,OWNED,1,0
9,45,45,9045,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Private",None,OWNED,0,0
9,46,46,9046,HINDUISM,,0,0,1,0,0,,2,0,"Yes, Government",None,OWNED,1,0
9,47,47,9047,HINDUISM,,0,0,0,1,0,,2,2,No,None,GIVEN BY GOVERNMENT,1,0
9,48,48,9048,HINDUISM,,0,0,0,1,0,,3,2,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
9,49,49,9049,HINDUISM,,0,1,0,0,0,,4,5,"Yes, Government",None,GIVEN BY GOVERNMENT,1,1
9,50,50,9050,HINDUISM,,0,1,0,0,0,,6,0,No,None,GIVEN BY GOVERNMENT,1,1
9,51,51,9051,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,52,52,9052,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
9,53,53,9053,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,54,54,9054,HINDUISM,,0,0,1,0,0,,3,0,"Yes, Private",None,OWNED,0,0
9,55,55,9055,HINDUISM,,0,1,0,0,0,,2,0,No,None,OWNED,0,0
9,56,56,9056,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Private",None,OWNED,0,0
9,57,57,9057,HINDUISM,,0,0,0,1,0,,1,1,No,None,GIVEN BY GOVERNMENT,0,0
9,58,58,9058,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,59,59,9059,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Government",None,OWNED,0,0
9,60,60,9060,HINDUISM,,0,1,0,0,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,61,61,9061,HINDUISM,,0,1,0,0,0,,2,0,No,None,GIVEN BY GOVERNMENT,0,0
9,62,62,9062,HINDUISM,,0,1,0,0,0,,4,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,63,63,9063,HINDUISM,,0,0,0,1,0,,3,0,"Yes, Government",None,GIVEN BY GOVERNMENT,1,0
9,64,64,9064,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,GIVEN BY GOVERNMENT,1,0
9,65,65,9065,HINDUISM,,0,0,1,0,0,,2,2,"Yes, Government",None,GIVEN BY GOVERNMENT,0,0
9,66,66,9066,HINDUISM,,0,0,0,0,1,,3,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,67,67,9067,HINDUISM,,0,0,1,0,0,,4,2,"Yes, Private",None,OWNED,1,0
9,68,68,9068,HINDUISM,,0,0,0,0,1,,6,2,"Yes, Private",Owned,OWNED,0,0
9,69,69,9069,HINDUISM,,0,0,0,1,0,,4,0,"Yes, Private",None,OWNED,1,1
9,70,70,9070,HINDUISM,,0,1,0,0,0,,0,0,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,71,71,9071,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Government",Owned,GIVEN BY GOVERNMENT,1,0
9,72,72,9072,HINDUISM,,0,1,0,0,0,,1,0,"Yes, Government",None,OWNED,0,0
9,73,73,9073,HINDUISM,,0,0,0,1,0,,3,1,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,1
9,74,74,9074,HINDUISM,,0,0,0,0,1,,2,5,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,0
9,75,75,9075,HINDUISM,,0,1,0,0,0,,2,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,76,76,9076,HINDUISM,,0,1,0,0,0,,4,2,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,77,77,9077,HINDUISM,,0,0,1,0,0,,4,1,"Yes, Private",None,GIVEN BY GOVERNMENT,0,0
9,78,78,9078,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Private",Owned,OWNED,1,0
9,79,79,9079,HINDUISM,,0,0,1,0,0,,4,1,"Yes, Private",Owned,OWNED,1,0
9,80,80,9080,HINDUISM,,0,0,1,0,0,,5,1,"Yes, Private",None,OWNED,0,0
9,81,81,9081,HINDUISM,,0,0,0,0,1,,2,4,"Yes, Private",Owned,OWNED,1,0
9,82,82,9082,HINDUISM,,0,0,0,0,1,,2,1,"Yes, Private",Owned,OWNED,0,0
9,83,83,9083,HINDUISM,,0,0,1,0,0,,3,2,"Yes, Private",None,OWNED,0,0
9,84,84,9084,HINDUISM,,0,0,0,1,0,,2,0,"Yes, Private",None,OWNED,0,0
9,85,85,9085,HINDUISM,,0,0,0,1,0,,2,2,"Yes, Private",None,OWNED,1,0
9,86,86,9086,HINDUISM,,0,0,0,0,1,,4,4,"Yes, Private",Owned,GIVEN BY GOVERNMENT,1,1
